"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PRMT2",4.97835527905697,0.045981400414477,0.111648034671458,0.411842452487269,0.680454903094152,0.777937209982303
"TRAK2",12.8567208802656,-0.0315687087593536,0.0767481096307348,-0.41132881202212,0.680831445551138,0.778319922962959
"APOD",1.5088603949019,-0.0681904098529032,0.165879541445206,-0.411083906181571,0.681011010526611,0.778429646030602
"SNCG",0.357177655559034,-0.141643900693749,0.34452969282211,-0.411122476943904,0.68098272924193,0.778429646030602
"BCL2L14",14.3108865947656,-0.0256546846534286,0.0624254626065377,-0.41096507069764,0.681098147224917,0.778481473380664
"CYP2R1",1.55426886081516,-0.0590397724079905,0.143767134278364,-0.410662511319706,0.681320019572952,0.778687285056502
"REEP5",5.57341890546358,-0.0371608374268266,0.0906097510359922,-0.410119628427911,0.681718194669581,0.779081881596375
"SMIM9",0.830069135881929,-0.0800448990338293,0.195194456595627,-0.410077726744329,0.681748930964207,0.779081881596375
"ASCL1",0.216654517904504,-0.160963812737926,0.392816221152464,-0.409768752078725,0.681975590579075,0.779293088964776
"BATF",2.34339998956206,-0.055366518989622,0.135144450101992,-0.40968400069583,0.682037768057988,0.779316328314096
"ECRG4",1.52921013487986,-0.0657551914319966,0.160602516128512,-0.409428152292336,0.682225483207269,0.77943992945591
"MAGEA6",0.33252849770173,-0.130739125442344,0.319325701764862,-0.409422494712359,0.682229634377736,0.77943992945591
"BST2",1.31548633266359,-0.128699589583389,0.314435595333254,-0.409303499646684,0.682316947576714,0.779491871047834
"MAGT1",7.02243390012023,0.0402082380525081,0.0983317660760033,0.40890385332274,0.682610221099552,0.779779084832889
"SRPX2",3.10857435021941,-0.0532397279098669,0.130293024648004,-0.408615334962849,0.682821975087074,0.779973145343545
"ZCCHC4",7.9335697606423,0.0285379725305426,0.0698521851465565,0.40854802853579,0.682871377283369,0.779981742397745
"FKBP3",2.47027493951235,-0.0583075634905536,0.142745577343566,-0.408471944109459,0.68292722407285,0.779997699017715
"IRS1",8.96202655803796,-0.0257910167980431,0.0631748077754926,-0.408248441209318,0.683091287648997,0.780061276775191
"ATP5F1D",1.30473991918385,-0.143604419598528,0.35177766230931,-0.408224952817668,0.683108530306031,0.780061276775191
"PIGP",1.01060525384445,-0.0763465540409228,0.186978029410099,-0.408318315696183,0.683039994275283,0.780061276775191
"DCBLD2",12.6693152069285,-0.0258634638981256,0.0633879883184439,-0.408018373578834,0.683260185739402,0.78009097827523
"BLMH",5.96318577611174,-0.031865548691898,0.0780846731427833,-0.408089672522924,0.683207841801971,0.78009097827523
"TFE3",2.65821618254877,-0.084226674213129,0.206412617440675,-0.40805002745211,0.683236946941334,0.78009097827523
"TAPT1",8.56049891014986,-0.0267236140849077,0.0655521069701431,-0.40766979613759,0.683516114893126,0.780168028855697
"GARS1",6.84863883334922,-0.0324662188914902,0.0796239814079868,-0.407744228778713,0.683461462625161,0.780168028855697
"PDE6C",6.19255336773355,0.0342871046456775,0.0841050191020703,0.407670136832933,0.683515864733328,0.780168028855697
"MICU2",12.767693844456,0.0235527929399181,0.0577782426079692,0.407641213661101,0.683537102056057,0.780168028855697
"CTD-2515O10.6",6.2837207849894,-0.0857557805264356,0.210257343246867,-0.407861048761319,0.683375690738587,0.780168028855697
"MAP4K4",31.5308297519273,-0.0204987209866621,0.0503400765886951,-0.407204803324941,0.683857574029299,0.780438157825484
"ZWILCH",5.42826171285758,0.0383056288190114,0.0940627643393743,0.407234776566914,0.683835561766058,0.780438157825484
"CABP7",0.694641577106529,-0.113261159623244,0.278343107238367,-0.406912032947342,0.684072597883996,0.78063571916354
"CLIP4",13.5440722905768,0.0237380961480846,0.0583553556339635,0.406785219457539,0.684165743419445,0.780656186364438
"CPA6",89.2792603309134,0.0539719586180298,0.132685364994199,0.406766478129591,0.684179509484197,0.780656186364438
"FPR2",2.06189411604966,-0.0598398329260954,0.147129125146644,-0.406716432701226,0.684216269859307,0.780656186364438
"TNFRSF10B",5.61055596383396,-0.0355301775483352,0.0874578229172609,-0.406254996559294,0.684555248465068,0.780960295818337
"OR51A4",0.703448058620435,0.0907003710686222,0.223268247887076,0.406239453782503,0.68456666755213,0.780960295818337
"ZSCAN12",2.65810360910919,-0.0461173696279069,0.113574029227816,-0.406055591594807,0.684701754312059,0.781066565152892
"FIGLA",1.81218466824822,-0.0584179103902255,0.143999779679982,-0.405680553956754,0.684977332277658,0.781289659486477
"NOBOX",1.0840766586652,-0.0806477627869715,0.198805664986901,-0.405661291353469,0.684991487586844,0.781289659486477
"DBX2",4.42075276688195,-0.0373908486471985,0.0921823767581291,-0.405618188228166,0.685023162733473,0.781289659486477
"SLC39A6",2.97915469391824,0.0522436179175102,0.128866223035841,0.40540970850818,0.685176375813884,0.781416554978533
"C5orf47",4.22159769020265,-0.0393977105918325,0.0972862475942577,-0.404966905046484,0.685501837867825,0.781649456290202
"FABP9",0.370020616000071,-0.105614691906419,0.26080240358453,-0.404960577260124,0.685506489235501,0.781649456290202
"ERAS",0.2989619613368,-0.138382342694689,0.341626153675237,-0.405069521773911,0.685426409025566,0.781649456290202
"CRYGA",0.215654436733134,-0.140719661947115,0.347607346823999,-0.404823612713699,0.685607170723488,0.781675879800638
"TRIML1",0.65681673137849,-0.0921361075087476,0.22760059966124,-0.40481487151564,0.685613596494311,0.781675879800638
"TNFSF4",3.96500728653606,0.0463220056494963,0.11448050813213,0.40462788299326,0.685751059686329,0.781751983303264
"REG1B",0.470219005159196,-0.0976113359914079,0.241248024315814,-0.4046098875555,0.685764289444434,0.781751983303264
"HRH4",2.25991098757597,-0.0544838383037273,0.13481152452427,-0.404148224686227,0.68610372439803,0.782091063074523
"ZNF669",0.448274358359768,-0.100806220684589,0.249620726838242,-0.403837541703472,0.686332187921614,0.782255741783624
"ZNF513",0.437832522070171,0.129806796260917,0.321423003707713,0.403850361559552,0.686322760158077,0.782255741783624
"SUN3",5.22922697249986,-0.0360557986712645,0.0893177226241364,-0.403680228424467,0.686447880588608,0.782339731006755
"KLHL31",2.0474537989708,-0.0514652350615089,0.127515767363598,-0.403598991133081,0.68650762768389,0.782359953086156
"BRD1",11.4930646551783,-0.0438838888500933,0.108774358992375,-0.403439645672097,0.686624826207771,0.78244564166081
"TRAF6",3.11916596344874,0.0425308812914547,0.10544986393344,0.403327986447665,0.686706956013262,0.782491359519333
"MAST4",74.5919371990601,-0.0136513493706144,0.0338685275319609,-0.403068877373896,0.686897555302961,0.782612788418948
"SLK",9.35282961458926,0.0322183939891105,0.0799283939671507,0.403090721456905,0.686881486140354,0.782612788418948
"CPO",3.23673635496546,-0.0443763543236275,0.110134110326291,-0.40293015662591,0.68699960574761,0.782659151976701
"CCN3",0.717508998088292,0.083663169502984,0.207652791430905,0.402899325005329,0.687022287921135,0.782659151976701
"IER3IP1",3.45650051621379,0.0484967221528522,0.120549826070078,0.402296077346972,0.687466141176975,0.783116894719732
"RP11-745O10.4",6.73073999646419,0.0370237541483857,0.0922843463866021,0.40119213710724,0.688278669307364,0.783994526328214
